"GEO_ID","NAME","B19013D_001M","B19013D_001MA","B19013D_001E","B19013D_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","32140","null","8796","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","92306","null","81250","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","27000","null","33250","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","34398","null","66307","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","141915","null","88173","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","63319","null","117664","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","40773","null","41538","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","190456","null","39500","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","91887","null","12259","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","62202","null","140313","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","53653","null","44188","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","38665","null","24107","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","102212","null","46515","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","18884","null","90313","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","74111","null","36300","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","40570","null","100972","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","122637","null","24968","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","103749","null","92321","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","61249","null","93917","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","59518","null","119926","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","19557","null","69022","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","26613","null","19519","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","116065","null","24167","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","83948","null","54904","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","316222","null","124844","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","163830","null","122875","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","84962","null","59278","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","20517","null","80781","null",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","27512","null","16779","null",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","62942","null","74764","null",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","77232","null","121406","null",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","64574","null","59904","null",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","314830","null","84922","null",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","46267","null","82917","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","42911","null","114808","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","140555","null","118281","null",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","102673","null","126949","null",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","255751","null","23750","null",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","35629","null","65417","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","11253","null","14000","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","15639","null","42396","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","37506","null","27321","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","68689","null","12000","null",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","6263","null","64231","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","22209","null","63900","null",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","26543","null","28984","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","27667","null","35577","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","53337","null","30750","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","171927","null","140086","null",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","1675","null","41667","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","19858","null","30568","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","103005","null","128106","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","84818","null","77292","null",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","51810","null","36250","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","4988","null","101115","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","130026","null","161667","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","116267","null","41111","null",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","67286","null","42841","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","71772","null","60750","null",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","3962","null","23924","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","75377","null","66500","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","44323","null","101250","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","59301","null","108125","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","100433","null","96932","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","8003","null","68125","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","24724","null","95870","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","30518","null","81429","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","72005","null","100288","null",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","65955","null","59333","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","54445","null","46333","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","85421","null","96696","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","30626","null","69712","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","55445","null","53333","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","271562","null","134792","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","56903","null","88224","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","32795","null","67143","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","15362","null","41071","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","104637","null","24615","null",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","21584","null","79375","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","38100","null","54281","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","66414","null","34052","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","17391","null","33807","null",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","23208","null","44931","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","20173","null","32583","null",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","633","null","188623","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","10856","null","50417","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","62463","null","84808","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","85878","null","70481","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","54238","null","56912","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","58605","null","41544","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","1962","null","54464","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","80202","null","47841","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","**","**","-","-",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","52298","null","98203","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","39326","null","47240","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","38994","null","68494","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","49883","null","29500","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","23021","null","62692","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","42838","null","91618","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","16688","null","51397","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","32991","null","106898","null",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","137662","null","90417","null",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","49433","null","80313","null",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","85301","null","46979","null",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","92221","null","21818","null",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","84746","null","130278","null",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","98211","null","85293","null",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","164352","null","81027","null",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","32761","null","137273","null",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","43933","null","87237","null",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","69057","null","87411","null",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","109953","null","64926","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","94100","null","124583","null",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","136035","null","47022","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","231666","null","167344","null",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","33158","null","44141","null",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","71287","null","140125","null",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","13224","null","112333","null",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","160459","null","6696","null",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","59299","null","212143","null",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","211703","null","104583","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","20436","null","104390","null",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","13331","null","82845","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","89407","null","34702","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","89826","null","146518","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","292488","null","226250","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","82741","null","108036","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","167116","null","153015","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","111438","null","63173","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","4025","null","56761","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","53897","null","128403","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","18558","null","91078","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","57064","null","75625","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","77849","null","56389","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","78165","null","82143","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","54635","null","61328","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","186338","null","12396","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","52242","null","137045","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","22869","null","75078","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","61888","null","72917","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","87250","null","82979","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","1887","null","52647","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","91981","null","44196","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","47756","null","36250","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","162037","null","97639","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","33628","null","83542","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","62121","null","90673","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","52222","null","33958","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","115462","null","189167","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","30393","null","62991","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","18681","null","67500","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","23273","null","80547","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","5146","null","4198","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","94779","null","65729","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","**","**","-","-",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","61696","null","70500","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","169051","null","34273","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","21092","null","83750","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","**","**","-","-",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","88739","null","55625","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","182375","null","54896","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","14571","null","65784","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","74060","null","81917","null",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","144598","null","44792","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","56275","null","133920","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","110432","null","106458","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","115723","null","141328","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","73131","null","89861","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","32435","null","93480","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","33839","null","65714","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","120799","null","90227","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","56324","null","88750","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","46144","null","88500","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","46038","null","77667","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","92141","null","44189","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","241009","null","232574","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","43040","null","44659","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","15502","null","51875","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","258654","null","212898","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","24899","null","100759","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","20042","null","105699","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","11668","null","59429","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","88377","null","31818","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","**","**","-","-",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","30854","null","131763","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","**","**","-","-",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","23382","null","73218","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","22413","null","101149","null",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","118654","null","109803","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","28576","null","75846","null",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","98333","null","111667","null",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","40655","null","33875","null",
"1400000US04013812700","Census Tract 8127, Maricopa County, Arizona","11075","null","126204","null",
"1400000US04013812800","Census Tract 8128, Maricopa County, Arizona","64241","null","80703","null",
"1400000US04013812900","Census Tract 8129, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013813000","Census Tract 8130, Maricopa County, Arizona","191774","null","182250","null",
"1400000US04013813100","Census Tract 8131, Maricopa County, Arizona","17823","null","92297","null",
"1400000US04013813200","Census Tract 8132, Maricopa County, Arizona","39772","null","127981","null",
