"GEO_ID","NAME","B19013B_001E","B19013B_001M","B19013B_001MA","B19013B_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","12576","17531","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","7614","14270","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","24740","20538","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","14830","12154","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","6654","14147","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","46094","30477","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","58889","12617","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","33173","34039","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","35313","41711","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","50893","40470","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","56023","12020","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","45682","77071","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","36893","14442","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","23780","10742","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","41772","28705","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","77850","82971","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","48056","71108","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","7350","59489","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","-","**","**","-",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","29934","9511","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","34375","29679","null","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","25800","24499","null","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","141875","30730","null","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","34667","50157","null","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","38482","41386","null","null",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","4677","42093","null","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","37448","23800","null","null",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","50208","56031","null","null",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","65403","54573","null","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","33396","20232","null","null",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","42692","85624","null","null",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","103523","123440","null","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","22379","104849","null","null",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","44049","1718","null","null",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","43005","36340","null","null",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","21795","15255","null","null",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","-","**","**","-",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","19500","63279","null","null",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","11481","55604","null","null",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","20700","5134","null","null",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","14083","3101","null","null",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","33547","25838","null","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","7344","26705","null","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","65221","85559","null","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","46453","498","null","null",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","15362","8452","null","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","17094","14031","null","null",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","12026","19697","null","null",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","41833","53355","null","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","48317","32436","null","null",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","50114","51864","null","null",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","12125","38093","null","null",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","22470","60233","null","null",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","4955","17738","null","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","21800","14434","null","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","30321","11267","null","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","47813","42692","null","null",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","36111","23595","null","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","35375","25507","null","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","48726","12461","null","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","39196","131374","null","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","75139","61060","null","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","56100","8285","null","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","36528","85370","null","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","61313","75560","null","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","35769","14601","null","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","61125","22122","null","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","28667","38719","null","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","93606","81366","null","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","31327","4876","null","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","31250","25471","null","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","51906","44319","null","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","41705","39750","null","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","9583","142831","null","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","19519","90187","null","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","55398","40485","null","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","38646","74484","null","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","67292","32429","null","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","28750","18515","null","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","74345","2704","null","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","113359","70074","null","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","54333","25930","null","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","65000","120653","null","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","62031","73926","null","null",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","90341","46520","null","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","54875","172036","null","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","64821","45983","null","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","19071","2655","null","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","80885","48067","null","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","51429","48694","null","null",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","20481","39808","null","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","58750","36998","null","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","70909","78353","null","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","63182","70199","null","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","-","**","**","-",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","75441","6160","null","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","81434","15734","null","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","-","**","**","-",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","46875","14312","null","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","35833","8225","null","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","53968","1371","null","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","13611","60834","null","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","69792","77530","null","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","24643","48458","null","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","17173","92023","null","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","19464","17403","null","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","40096","46749","null","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","34688","14919","null","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","101146","65782","null","null",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","-","**","**","-",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","9276","107351","null","null",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","109306","136117","null","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","54438","122427","null","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","-","**","**","-",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","65809","39837","null","null",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","-","**","**","-",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","108977","13669","null","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","-","**","**","-",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","-","**","**","-",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","52176","13316","null","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","49976","7511","null","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","95250","56902","null","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","-","**","**","-",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","-","**","**","-",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","-","**","**","-",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","37716","20579","null","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","23565","33244","null","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","28750","81596","null","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","58085","15504","null","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","-","**","**","-",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","171250","70294","null","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","43583","3232","null","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","65268","54688","null","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","43689","35228","null","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","50179","32181","null","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","22469","74111","null","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","-","**","**","-",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","-","**","**","-",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","81776","48084","null","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","-","**","**","-",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","-","**","**","-",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","-","**","**","-",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","71250","93422","null","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","38750","11552","null","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","127837","112860","null","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","23365","22821","null","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","-","**","**","-",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","34432","185404","null","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","65188","46336","null","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","35375","18903","null","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","-","**","**","-",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","31222","10471","null","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","16205","13808","null","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","19034","9808","null","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","30400","16443","null","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","47674","29426","null","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","-","**","**","-",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","21463","3038","null","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","86250","22498","null","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","61161","14621","null","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","77800","75337","null","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","23348","6520","null","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","-","**","**","-",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","63973","10133","null","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","56991","61740","null","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","-","**","**","-",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","-","**","**","-",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","67083","97928","null","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","55932","30305","null","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","58650","3738","null","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","33056","6715","null","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","61806","46714","null","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","40242","19530","null","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","-","**","**","-",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","84825","66946","null","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","-","**","**","-",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","-","**","**","-",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","39182","9496","null","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","65648","32430","null","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","81250","74065","null","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","51875","51150","null","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","66250","34170","null","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","22750","76596","null","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","70147","44465","null","null",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","162569","296265","null","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","48365","49038","null","null",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","74177","45429","null","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","57500","362992","null","null",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","41711","30592","null","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","-","**","**","-",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","-","**","**","-",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","90045","20256","null","null",
"1400000US04013812700","Census Tract 8127, Maricopa County, Arizona","125250","102386","null","null",
"1400000US04013812800","Census Tract 8128, Maricopa County, Arizona","110586","65807","null","null",
"1400000US04013812900","Census Tract 8129, Maricopa County, Arizona","101071","143953","null","null",
"1400000US04013813000","Census Tract 8130, Maricopa County, Arizona","96071","46348","null","null",
"1400000US04013813100","Census Tract 8131, Maricopa County, Arizona","-","**","**","-",
"1400000US04013813200","Census Tract 8132, Maricopa County, Arizona","117250","126130","null","null",
