"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013615001","Census Tract 6150.01, Maricopa County, Arizona","1591","276","null","null","15","null","24","null","23","28","null","null","32","null","34","null","0","null","19","null","0","19","null","null","32","null","35","null","16","25","null","null","103","78","null","null","47","43","null","null","45","null","53","null","107","86","null","null","102","80","null","null","76","null","54","null","86","null","53","null","318","null","206","null","589","null","201","null",
"1400000US04013615002","Census Tract 6150.02, Maricopa County, Arizona","1689","150","null","null","36","null","39","null","52","86","null","null","46","null","43","null","56","null","53","null","0","13","null","null","0","null","13","null","35","39","null","null","18","28","null","null","48","45","null","null","0","null","13","null","107","64","null","null","369","141","null","null","101","null","63","null","242","null","128","null","62","null","67","null","517","null","133","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","1499","175","null","null","14","null","22","null","0","13","null","null","29","null","42","null","0","null","13","null","7","10","null","null","0","null","13","null","31","31","null","null","125","127","null","null","12","18","null","null","39","null","48","null","69","42","null","null","102","48","null","null","187","null","69","null","255","null","106","null","134","null","62","null","495","null","113","null",
"1400000US04013615201","Census Tract 6152.01, Maricopa County, Arizona","1800","315","null","null","91","null","77","null","11","18","null","null","30","null","49","null","11","null","21","null","0","19","null","null","0","null","19","null","148","106","null","null","44","56","null","null","44","54","null","null","44","null","61","null","316","163","null","null","332","171","null","null","190","null","153","null","216","null","130","null","97","null","90","null","226","null","167","null",
"1400000US04013615202","Census Tract 6152.02, Maricopa County, Arizona","1450","199","null","null","128","null","122","null","51","58","null","null","15","null","23","null","22","null","35","null","0","13","null","null","59","null","56","null","0","13","null","null","100","103","null","null","55","56","null","null","53","null","40","null","137","83","null","null","258","134","null","null","77","null","76","null","137","null","97","null","42","null","41","null","316","null","150","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","1064","236","null","null","54","null","28","null","101","129","null","null","73","null","58","null","68","null","53","null","51","37","null","null","48","null","32","null","48","27","null","null","69","48","null","null","42","39","null","null","91","null","48","null","151","137","null","null","150","66","null","null","15","null","17","null","24","null","23","null","70","null","95","null","9","null","17","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","1543","176","null","null","90","null","42","null","37","31","null","null","120","null","60","null","94","null","55","null","63","40","null","null","161","null","80","null","32","26","null","null","84","53","null","null","134","106","null","null","113","null","57","null","279","111","null","null","182","65","null","null","50","null","36","null","47","null","37","null","31","null","24","null","26","null","41","null",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","1535","165","null","null","70","null","50","null","81","56","null","null","77","null","43","null","97","null","64","null","90","76","null","null","77","null","46","null","65","31","null","null","87","74","null","null","67","40","null","null","180","null","71","null","159","55","null","null","121","52","null","null","90","null","46","null","113","null","57","null","112","null","51","null","49","null","32","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","1611","166","null","null","140","null","86","null","14","22","null","null","147","null","68","null","40","null","38","null","110","86","null","null","54","null","46","null","212","118","null","null","80","57","null","null","0","13","null","null","177","null","78","null","253","125","null","null","168","80","null","null","94","null","58","null","71","null","60","null","38","null","32","null","13","null","20","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","965","186","null","null","23","null","20","null","26","24","null","null","10","null","12","null","20","null","24","null","21","25","null","null","10","null","12","null","0","13","null","null","21","26","null","null","0","13","null","null","18","null","16","null","124","72","null","null","287","162","null","null","147","null","74","null","58","null","39","null","110","null","97","null","90","null","51","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","1464","151","null","null","127","null","75","null","0","13","null","null","43","null","54","null","56","null","44","null","17","20","null","null","37","null","37","null","61","56","null","null","40","30","null","null","30","30","null","null","54","null","31","null","134","66","null","null","221","85","null","null","138","null","57","null","183","null","73","null","189","null","83","null","134","null","50","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","1430","208","null","null","147","null","65","null","39","31","null","null","18","null","19","null","21","null","24","null","54","37","null","null","109","null","109","null","40","30","null","null","45","43","null","null","47","46","null","null","80","null","40","null","124","76","null","null","169","83","null","null","104","null","54","null","143","null","64","null","179","null","151","null","111","null","58","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","529","107","null","null","38","null","26","null","9","13","null","null","14","null","16","null","4","null","7","null","5","8","null","null","12","null","13","null","0","13","null","null","69","53","null","null","10","11","null","null","29","null","19","null","41","25","null","null","155","94","null","null","64","null","30","null","48","null","31","null","23","null","16","null","8","null","12","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","1203","132","null","null","89","null","74","null","26","25","null","null","55","null","61","null","57","null","53","null","66","61","null","null","0","null","13","null","59","52","null","null","15","16","null","null","32","31","null","null","123","null","67","null","190","91","null","null","177","80","null","null","117","null","82","null","106","null","60","null","71","null","50","null","20","null","20","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","1070","252","null","null","13","null","19","null","11","16","null","null","35","null","35","null","60","null","52","null","0","13","null","null","28","null","29","null","34","31","null","null","87","62","null","null","22","33","null","null","86","null","48","null","128","63","null","null","270","239","null","null","152","null","67","null","17","null","20","null","35","null","25","null","92","null","75","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","676","107","null","null","34","null","24","null","0","13","null","null","23","null","24","null","5","null","7","null","10","14","null","null","17","null","14","null","35","31","null","null","15","22","null","null","17","14","null","null","53","null","32","null","71","37","null","null","162","79","null","null","76","null","42","null","32","null","22","null","36","null","22","null","90","null","53","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","1804","315","null","null","63","null","53","null","55","75","null","null","325","null","233","null","69","null","54","null","38","45","null","null","55","null","53","null","0","19","null","null","137","112","null","null","188","118","null","null","177","null","111","null","202","88","null","null","322","150","null","null","81","null","58","null","23","null","33","null","51","null","52","null","18","null","29","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","1082","157","null","null","83","null","57","null","8","12","null","null","44","null","32","null","22","null","21","null","99","94","null","null","37","null","28","null","36","24","null","null","67","60","null","null","65","57","null","null","105","null","76","null","157","74","null","null","160","68","null","null","89","null","52","null","31","null","23","null","63","null","55","null","16","null","17","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","1651","299","null","null","36","null","38","null","32","36","null","null","30","null","33","null","15","null","23","null","57","47","null","null","93","null","92","null","42","65","null","null","33","51","null","null","86","69","null","null","275","null","112","null","229","121","null","null","304","234","null","null","170","null","107","null","134","null","67","null","74","null","63","null","41","null","55","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","1763","261","null","null","41","null","54","null","0","19","null","null","106","null","97","null","57","null","53","null","14","24","null","null","28","null","33","null","31","38","null","null","99","79","null","null","28","46","null","null","263","null","133","null","159","103","null","null","502","177","null","null","308","null","231","null","47","null","46","null","80","null","95","null","0","null","19","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","1586","198","null","null","142","null","108","null","29","36","null","null","23","null","37","null","0","null","19","null","128","99","null","null","12","null","19","null","47","49","null","null","49","56","null","null","13","17","null","null","93","null","69","null","315","120","null","null","125","76","null","null","310","null","130","null","94","null","108","null","116","null","75","null","90","null","56","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","1650","249","null","null","81","null","86","null","36","41","null","null","19","null","31","null","109","null","80","null","36","44","null","null","69","null","86","null","27","33","null","null","94","85","null","null","48","62","null","null","99","null","64","null","274","147","null","null","376","190","null","null","126","null","86","null","85","null","76","null","87","null","68","null","84","null","69","null",
"1400000US04013617001","Census Tract 6170.01, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617002","Census Tract 6170.02, Maricopa County, Arizona","1791","200","null","null","60","null","44","null","0","19","null","null","77","null","61","null","239","null","136","null","36","36","null","null","56","null","48","null","211","119","null","null","63","53","null","null","70","84","null","null","181","null","114","null","176","85","null","null","215","92","null","null","111","null","73","null","118","null","74","null","52","null","45","null","126","null","120","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","824","98","null","null","0","null","13","null","6","9","null","null","6","null","9","null","5","null","7","null","26","25","null","null","27","null","25","null","44","33","null","null","35","26","null","null","30","20","null","null","52","null","40","null","90","48","null","null","111","41","null","null","96","null","41","null","104","null","53","null","117","null","75","null","75","null","41","null",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","826","146","null","null","10","null","17","null","0","13","null","null","12","null","19","null","37","null","38","null","19","19","null","null","22","null","24","null","9","13","null","null","4","6","null","null","53","48","null","null","51","null","45","null","64","39","null","null","127","53","null","null","94","null","55","null","74","null","50","null","149","null","85","null","101","null","115","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","1076","187","null","null","45","null","34","null","5","9","null","null","29","null","37","null","15","null","23","null","3","7","null","null","51","null","45","null","124","144","null","null","0","13","null","null","22","25","null","null","58","null","52","null","146","99","null","null","188","95","null","null","69","null","47","null","148","null","79","null","130","null","63","null","43","null","44","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","3232","310","null","null","245","null","113","null","59","47","null","null","174","null","91","null","186","null","102","null","69","56","null","null","171","null","98","null","230","102","null","null","244","113","null","null","153","87","null","null","356","null","141","null","538","134","null","null","362","154","null","null","202","null","186","null","141","null","96","null","74","null","55","null","28","null","32","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","1815","190","null","null","184","null","91","null","55","49","null","null","120","null","78","null","45","null","33","null","43","28","null","null","162","null","102","null","48","33","null","null","133","69","null","null","29","31","null","null","101","null","45","null","193","89","null","null","205","97","null","null","251","null","80","null","76","null","51","null","71","null","46","null","99","null","61","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","1740","244","null","null","245","null","139","null","27","30","null","null","68","null","51","null","71","null","74","null","110","85","null","null","65","null","72","null","65","53","null","null","112","87","null","null","27","31","null","null","68","null","49","null","217","98","null","null","250","106","null","null","210","null","139","null","55","null","43","null","96","null","83","null","54","null","51","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","920","129","null","null","129","null","73","null","7","12","null","null","3","null","8","null","37","null","28","null","58","55","null","null","62","null","57","null","44","31","null","null","0","13","null","null","36","34","null","null","122","null","63","null","115","53","null","null","130","73","null","null","54","null","49","null","42","null","29","null","46","null","46","null","35","null","31","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","708","112","null","null","38","null","34","null","0","13","null","null","6","null","9","null","19","null","23","null","6","9","null","null","24","null","16","null","17","15","null","null","0","13","null","null","49","31","null","null","41","null","22","null","84","35","null","null","60","27","null","null","75","null","35","null","66","null","31","null","147","null","106","null","76","null","29","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","945","291","null","null","39","null","31","null","7","11","null","null","0","null","13","null","48","null","44","null","0","13","null","null","10","null","17","null","17","20","null","null","179","282","null","null","18","25","null","null","38","null","26","null","107","59","null","null","176","71","null","null","71","null","43","null","76","null","44","null","80","null","47","null","79","null","49","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","1307","166","null","null","89","null","46","null","33","27","null","null","20","null","22","null","11","null","17","null","38","30","null","null","79","null","54","null","37","30","null","null","21","24","null","null","0","13","null","null","83","null","45","null","86","58","null","null","311","117","null","null","192","null","78","null","44","null","30","null","163","null","95","null","100","null","69","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","1462","213","null","null","34","null","31","null","0","13","null","null","42","null","33","null","12","null","19","null","58","56","null","null","33","null","31","null","68","40","null","null","66","36","null","null","80","65","null","null","99","null","61","null","194","91","null","null","252","73","null","null","190","null","91","null","108","null","47","null","202","null","163","null","24","null","24","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","1192","221","null","null","74","null","65","null","29","38","null","null","0","null","13","null","26","null","23","null","66","40","null","null","109","null","95","null","9","15","null","null","91","60","null","null","54","55","null","null","144","null","76","null","217","171","null","null","189","79","null","null","130","null","67","null","9","null","15","null","30","null","27","null","15","null","18","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","922","124","null","null","7","null","12","null","20","23","null","null","36","null","38","null","0","null","13","null","39","28","null","null","8","null","12","null","56","34","null","null","30","27","null","null","38","29","null","null","85","null","62","null","95","58","null","null","162","70","null","null","135","null","108","null","128","null","54","null","43","null","32","null","40","null","30","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","1019","111","null","null","21","null","22","null","66","68","null","null","34","null","28","null","17","null","18","null","64","52","null","null","13","null","14","null","73","58","null","null","49","44","null","null","42","31","null","null","160","null","63","null","157","79","null","null","154","56","null","null","104","null","53","null","61","null","51","null","4","null","6","null","0","null","13","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","1083","169","null","null","52","null","55","null","12","19","null","null","24","null","28","null","9","null","15","null","65","60","null","null","45","null","55","null","186","118","null","null","97","62","null","null","78","60","null","null","94","null","52","null","110","70","null","null","145","70","null","null","28","null","28","null","41","null","40","null","55","null","43","null","42","null","41","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","1203","180","null","null","58","null","44","null","38","38","null","null","73","null","60","null","36","null","26","null","22","25","null","null","124","null","64","null","52","57","null","null","14","17","null","null","95","71","null","null","98","null","56","null","164","88","null","null","176","115","null","null","100","null","102","null","97","null","62","null","27","null","26","null","29","null","28","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","693","112","null","null","11","null","11","null","0","13","null","null","86","null","90","null","38","null","31","null","37","23","null","null","34","null","29","null","10","11","null","null","24","16","null","null","24","18","null","null","50","null","22","null","118","53","null","null","120","43","null","null","93","null","45","null","14","null","14","null","14","null","15","null","20","null","22","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","1393","343","null","null","113","null","75","null","23","36","null","null","189","null","113","null","94","null","67","null","131","114","null","null","148","null","114","null","212","232","null","null","8","15","null","null","54","40","null","null","80","null","79","null","158","126","null","null","100","99","null","null","25","null","30","null","26","null","34","null","32","null","33","null","0","null","13","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","2210","274","null","null","94","null","76","null","73","94","null","null","63","null","61","null","256","null","156","null","23","37","null","null","130","null","75","null","82","56","null","null","79","91","null","null","99","76","null","null","210","null","128","null","153","94","null","null","462","160","null","null","333","null","200","null","84","null","56","null","57","null","50","null","12","null","21","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","1145","177","null","null","33","null","40","null","73","53","null","null","91","null","62","null","42","null","41","null","26","24","null","null","37","null","48","null","115","114","null","null","63","45","null","null","36","25","null","null","83","null","53","null","95","58","null","null","100","57","null","null","158","null","74","null","95","null","70","null","54","null","47","null","44","null","32","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","903","226","null","null","28","null","25","null","0","13","null","null","138","null","155","null","115","null","118","null","29","25","null","null","101","null","62","null","107","61","null","null","53","53","null","null","32","42","null","null","76","null","63","null","53","44","null","null","97","90","null","null","53","null","45","null","21","null","30","null","0","null","13","null","0","null","13","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","1449","342","null","null","61","null","64","null","46","53","null","null","116","null","86","null","82","null","68","null","51","47","null","null","0","null","19","null","56","61","null","null","351","307","null","null","32","35","null","null","139","null","95","null","227","126","null","null","99","69","null","null","88","null","85","null","15","null","26","null","0","null","19","null","86","null","98","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","1501","290","null","null","106","null","79","null","133","148","null","null","60","null","59","null","109","null","49","null","72","40","null","null","53","null","36","null","60","53","null","null","164","195","null","null","56","43","null","null","142","null","73","null","115","55","null","null","224","89","null","null","68","null","48","null","14","null","16","null","18","null","21","null","107","null","107","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","1319","198","null","null","51","null","46","null","16","18","null","null","53","null","38","null","73","null","34","null","50","40","null","null","55","null","42","null","96","59","null","null","57","42","null","null","61","45","null","null","83","null","45","null","209","90","null","null","266","127","null","null","58","null","36","null","63","null","49","null","49","null","55","null","79","null","98","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","1451","241","null","null","31","null","35","null","46","40","null","null","14","null","22","null","68","null","71","null","82","81","null","null","84","null","92","null","65","68","null","null","47","46","null","null","29","35","null","null","90","null","74","null","170","86","null","null","433","188","null","null","118","null","79","null","9","null","16","null","139","null","99","null","26","null","30","null",
"1400000US04013619601","Census Tract 6196.01, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619602","Census Tract 6196.02, Maricopa County, Arizona","633","68","null","null","5","null","7","null","15","15","null","null","9","null","8","null","15","null","15","null","12","12","null","null","7","null","10","null","33","24","null","null","9","11","null","null","40","32","null","null","123","null","56","null","66","29","null","null","153","45","null","null","82","null","37","null","21","null","21","null","11","null","11","null","32","null","28","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","1091","105","null","null","80","null","58","null","30","29","null","null","21","null","22","null","60","null","34","null","26","24","null","null","37","null","27","null","16","18","null","null","115","78","null","null","21","23","null","null","22","null","25","null","131","67","null","null","160","68","null","null","111","null","47","null","45","null","35","null","89","null","47","null","127","null","60","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","1437","351","null","null","37","null","42","null","0","13","null","null","137","null","112","null","36","null","44","null","109","110","null","null","42","null","41","null","0","13","null","null","30","33","null","null","49","49","null","null","218","null","296","null","82","63","null","null","250","142","null","null","172","null","96","null","109","null","104","null","47","null","47","null","119","null","89","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","1579","248","null","null","42","null","40","null","10","15","null","null","0","null","19","null","0","null","19","null","52","50","null","null","20","null","23","null","22","25","null","null","54","48","null","null","0","19","null","null","60","null","39","null","85","70","null","null","184","121","null","null","187","null","82","null","142","null","82","null","227","null","114","null","494","null","199","null",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","1310","180","null","null","77","null","49","null","30","21","null","null","16","null","18","null","48","null","47","null","53","51","null","null","30","null","22","null","35","29","null","null","12","15","null","null","46","31","null","null","170","null","86","null","193","118","null","null","189","75","null","null","152","null","67","null","88","null","53","null","78","null","44","null","93","null","46","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","219","77","null","null","13","null","16","null","0","13","null","null","6","null","9","null","0","null","13","null","19","16","null","null","0","null","13","null","51","58","null","null","10","16","null","null","11","17","null","null","2","null","3","null","22","17","null","null","44","33","null","null","10","null","15","null","1","null","2","null","21","null","23","null","9","null","14","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","16","20","null","null","12","null","20","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","4","5","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","467","84","null","null","6","null","9","null","0","13","null","null","6","null","9","null","37","null","36","null","6","9","null","null","0","null","13","null","0","13","null","null","10","11","null","null","4","8","null","null","37","null","26","null","51","32","null","null","96","27","null","null","60","null","33","null","63","null","37","null","35","null","33","null","56","null","25","null",
"1400000US04013723309","Census Tract 7233.09, Maricopa County, Arizona","1072","397","null","null","33","null","36","null","12","20","null","null","0","null","13","null","0","null","13","null","42","68","null","null","20","null","23","null","15","24","null","null","33","38","null","null","0","13","null","null","101","null","98","null","24","26","null","null","330","316","null","null","190","null","143","null","31","null","37","null","39","null","37","null","202","null","204","null",
"1400000US04013723310","Census Tract 7233.10, Maricopa County, Arizona","681","130","null","null","33","null","33","null","0","13","null","null","0","null","13","null","0","null","13","null","38","46","null","null","0","null","13","null","19","30","null","null","0","13","null","null","11","19","null","null","0","null","13","null","88","69","null","null","46","43","null","null","231","null","126","null","88","null","48","null","48","null","43","null","79","null","49","null",
"1400000US04013723311","Census Tract 7233.11, Maricopa County, Arizona","1229","165","null","null","22","null","25","null","11","17","null","null","0","null","13","null","11","null","18","null","35","42","null","null","31","null","46","null","34","38","null","null","35","39","null","null","24","38","null","null","67","null","55","null","65","66","null","null","219","96","null","null","274","null","112","null","144","null","72","null","80","null","55","null","177","null","75","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","840","304","null","null","11","null","14","null","17","21","null","null","9","null","14","null","34","null","39","null","5","8","null","null","0","null","13","null","10","16","null","null","13","15","null","null","8","14","null","null","12","null","13","null","30","33","null","null","67","39","null","null","79","null","52","null","306","null","325","null","117","null","48","null","122","null","50","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","1909","184","null","null","17","null","28","null","0","19","null","null","0","null","19","null","44","null","35","null","19","31","null","null","0","null","19","null","0","19","null","null","15","23","null","null","1","2","null","null","46","null","39","null","101","63","null","null","374","133","null","null","322","null","160","null","220","null","91","null","310","null","103","null","440","null","141","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","860","289","null","null","8","null","14","null","0","13","null","null","0","null","13","null","0","null","13","null","11","16","null","null","45","null","35","null","0","13","null","null","36","39","null","null","20","22","null","null","21","null","23","null","71","45","null","null","136","51","null","null","42","null","30","null","61","null","39","null","199","null","83","null","210","null","290","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","1534","283","null","null","10","null","17","null","0","19","null","null","13","null","21","null","7","null","12","null","54","44","null","null","29","null","34","null","138","140","null","null","99","92","null","null","29","33","null","null","169","null","198","null","231","110","null","null","275","121","null","null","193","null","81","null","105","null","60","null","50","null","39","null","132","null","96","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","1246","162","null","null","32","null","39","null","25","41","null","null","0","null","13","null","8","null","13","null","45","48","null","null","31","null","24","null","57","45","null","null","27","24","null","null","96","71","null","null","96","null","60","null","71","39","null","null","232","85","null","null","114","null","59","null","138","null","58","null","148","null","94","null","126","null","59","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","1154","151","null","null","0","null","13","null","0","13","null","null","14","null","23","null","0","null","13","null","73","52","null","null","65","null","48","null","8","16","null","null","20","30","null","null","18","26","null","null","103","null","89","null","192","105","null","null","142","97","null","null","140","null","88","null","132","null","88","null","85","null","58","null","162","null","75","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","1761","226","null","null","13","null","21","null","25","29","null","null","0","null","19","null","48","null","56","null","15","26","null","null","91","null","71","null","12","19","null","null","28","31","null","null","51","48","null","null","135","null","82","null","130","77","null","null","187","88","null","null","305","null","187","null","204","null","96","null","280","null","117","null","237","null","127","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","1857","300","null","null","44","null","42","null","11","19","null","null","79","null","62","null","34","null","35","null","50","61","null","null","98","null","80","null","55","67","null","null","136","99","null","null","93","91","null","null","124","null","90","null","190","110","null","null","222","138","null","null","212","null","215","null","124","null","73","null","304","null","122","null","81","null","63","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","851","128","null","null","25","null","37","null","0","13","null","null","34","null","53","null","10","null","15","null","9","14","null","null","31","null","28","null","13","16","null","null","32","28","null","null","36","28","null","null","54","null","33","null","52","32","null","null","160","76","null","null","67","null","40","null","43","null","37","null","154","null","84","null","131","null","61","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","1714","410","null","null","34","null","35","null","0","19","null","null","16","null","26","null","13","null","21","null","41","64","null","null","56","null","45","null","81","58","null","null","20","24","null","null","0","19","null","null","83","null","75","null","42","40","null","null","258","107","null","null","250","null","162","null","326","null","332","null","297","null","128","null","197","null","102","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","734","103","null","null","3","null","5","null","0","13","null","null","0","null","13","null","15","null","13","null","7","8","null","null","0","null","13","null","13","11","null","null","23","16","null","null","34","28","null","null","72","null","68","null","81","58","null","null","91","42","null","null","94","null","43","null","71","null","32","null","104","null","43","null","126","null","44","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","834","190","null","null","30","null","26","null","0","13","null","null","10","null","11","null","4","null","6","null","26","41","null","null","25","null","25","null","16","26","null","null","10","16","null","null","137","110","null","null","53","null","44","null","111","75","null","null","167","58","null","null","34","null","26","null","105","null","132","null","51","null","35","null","55","null","30","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","1029","175","null","null","56","null","46","null","26","21","null","null","77","null","108","null","35","null","33","null","19","19","null","null","76","null","68","null","41","43","null","null","42","39","null","null","21","25","null","null","76","null","36","null","156","65","null","null","157","76","null","null","97","null","55","null","41","null","37","null","75","null","38","null","34","null","37","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","728","128","null","null","7","null","12","null","5","7","null","null","7","null","8","null","0","null","13","null","30","26","null","null","5","null","6","null","6","7","null","null","10","11","null","null","27","22","null","null","40","null","29","null","69","37","null","null","169","54","null","null","91","null","34","null","125","null","101","null","52","null","26","null","85","null","51","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","1030","142","null","null","12","null","17","null","15","19","null","null","20","null","21","null","10","null","17","null","16","19","null","null","12","null","16","null","24","21","null","null","46","33","null","null","8","12","null","null","46","null","32","null","106","50","null","null","184","81","null","null","193","null","101","null","133","null","57","null","105","null","49","null","100","null","53","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","623","126","null","null","15","null","13","null","8","12","null","null","0","null","13","null","0","null","13","null","4","6","null","null","5","null","7","null","8","10","null","null","0","13","null","null","5","7","null","null","18","null","15","null","48","24","null","null","79","30","null","null","168","null","109","null","83","null","31","null","97","null","38","null","85","null","29","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","1134","170","null","null","13","null","15","null","14","16","null","null","36","null","42","null","11","null","15","null","43","58","null","null","44","null","43","null","19","28","null","null","44","35","null","null","38","43","null","null","122","null","144","null","67","45","null","null","173","83","null","null","156","null","75","null","117","null","59","null","164","null","81","null","73","null","55","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","1331","236","null","null","146","null","131","null","28","26","null","null","95","null","58","null","36","null","41","null","73","79","null","null","81","null","60","null","57","49","null","null","14","16","null","null","27","23","null","null","94","null","67","null","110","46","null","null","165","74","null","null","205","null","119","null","89","null","44","null","93","null","45","null","18","null","27","null",
